2024-10-10 12:20:31|54,92,77,13,12,83,15,22,33,69,71,75,57,62,43,37,16
2024-10-10 12:20:32|19,48,74,56,32,86,18,38,47,87,26,53,82,94,89,52,29,54,92,77,98,13,12
2024-10-10 12:20:33|34,53,24,42,85,39,48,59,68,47,37
2024-10-10 12:20:34|58,54,38,87,56,12,98,86,94
2024-10-10 12:20:35|52,29,54,92,77,98,13,12,17,58,83,73,71,57,62,68,43
2024-10-10 12:20:36|47,18,98,74,89,32,56,58,94,38,82,54,86,42,77,13,52,26,29,92,53,12,87
2024-10-10 12:20:37|22,33,69,71,75,11,28,16,85,59,31,39,81,34,24,19,74
2024-10-10 12:20:38|68,85,59,31,39,81,34,24,19,48,74,56,32,86,42,18,38,47,87,26,53
2024-10-10 12:20:39|82,42,52,85,39,56,38,32,47,26,87,24,34,59,81,48,18,89,53,94,31
2024-10-10 12:20:40|42,18,38,47,87,26,53,82,89,52,29,54,92,77,98,13,12,58,83,73,22
2024-10-10 12:20:41|13,17,58,83,73,15,22,69,75,57,28,68,43,37,16,85,59,31,39
2024-10-10 12:20:42|69,71,75,11,57,62,28,68,43,37,85,59,31,39,81,34,24,48,74,32,86
2024-10-10 12:20:43|53,29,54,92,98,13,12,17,58,83,73,15,33,69,71,75,11
2024-10-10 12:20:44|98,82,38,12,87,69,53
2024-10-10 12:20:45|15,53,92,13,69,26,52
2024-10-10 12:20:46|29,54,92,98,17,73,15,22,71,75,11,43,37
2024-10-10 12:20:47|73,15,22,33,69,71,75,11,28,68,43,59,31,39,81,34,24,19,48
2024-10-10 12:20:48|43,37,16,85,31,81,34,24,56,32,42,18,26,53,82
2024-10-10 12:20:49|16,58,83,43,37,54,69,73,92
2024-10-10 12:20:50|58,28,52,98,68,29,69,12,33,57,73,75,62,54,15,43,13,77,83,22,92,71,17
2024-10-10 12:20:51|16,75,28,42,86,24,57,37,71,85,31,39,68,11,59
2024-10-10 12:20:52|92,77,98,13,12,17,58,73,22,69,11,28,68,37,85
2024-10-10 12:20:53|57,62,16,85,59,34,48,18,47
2024-10-10 12:20:54|56,85,42,32,48,43,62,57,11,74,18,81,24,39,31,86,16,19,38
2024-10-10 12:20:55|89,77,52,47,53
2024-10-10 12:20:56|82,29,77,98,12,17,83,15,22,75,62
2024-10-10 12:20:57|92,89,52,22,53,75,57
2024-10-10 12:20:58|54,98,13,12,17,83,15,22,33,11,62,28,43,37,16
2024-10-10 12:21:00|56,32,86,42,18,47,87,26,82,94,89,52,29,54,92,77,98,13,17,58,83
2024-10-10 12:21:01|53,82,54,89,38,29,47,39,81,42,32
2024-10-10 12:21:02|62,33,77,13,17,82,52,57,15,98,12
2024-10-10 12:21:03|28,37,16,59,31,39,81,19,18,38,26
2024-10-10 12:21:04|54,56,86,32,52,19,39,34,26,87,29
2024-10-10 12:21:05|28,85,31,19,86,47,26
2024-10-10 12:21:06|73,58,16,83,62,57,22,28,59,34,68,69,17,43,33,71,75,85,81,39,11
2024-10-10 12:21:07|32,86,38,26,53,82,94,89,52,29,54,12,17,83,73
2024-10-10 12:21:08|12,58,83,73,15,22,33,69,71,75,11,57,62,28,68,43,37,16,85,59,31,39,81
2024-10-10 12:21:09|43,16,85,59,31,39,34,24,19,48,74,56,32,86,42,18,38,47,87,53,82
2024-10-10 12:21:10|42,38,47,87,53,82,94,89,52,92,77,98,12,17,58,83,73,15,22
2024-10-10 12:21:11|83,73,15,22,69,71,75,11,57,62,68,43,37,16,85,59,31,81,34,24,19
2024-10-10 12:21:12|13,82,52,92,77,94,58,11,12,98,22,53,89,73,69,54,83,17,15,29,33
2024-10-10 12:21:13|58,83,15,22,33,71,75,11,62,28,68,43,37,16,85,59,31,39,81,34,24
2024-10-10 12:21:14|33,57,28,12,75,89,11,17,22,94,92,13,73,15,69,77,98,62,71,52,83,54,58
2024-10-10 12:21:15|62,52,94,15,57,28,54
2024-10-10 12:21:16|28,68,39,34,19,74,32,18,38
2024-10-10 12:21:17|37,16,31,81,19,56,18,87,53,82,94
2024-10-10 12:21:18|87,26,53,82,94,89,52,29,77,98,12,58,83,22,75
2024-10-10 12:21:19|89,29,92,98,33
2024-10-10 12:21:20|37,24,56,32,86,42,47,53,94
2024-10-10 12:21:21|33,75,11,43,16,59,39,81,24,48,74
2024-10-10 12:21:22|87,53,82,94,89,29,54,92,98,12,17,58,83,73,15,22,69,71,75
2024-10-10 12:21:23|62,28,68,43,37,85,59,31,39,81,34,24,19,48,74,56,32,86,42,18,38,47,87
2024-10-10 12:21:24|17,33,29,94,53,75,87
2024-10-10 12:21:25|54,68,77,73,15,71,57,29,83,17,98,75,69,92,43,22,52,28,62
2024-10-10 12:21:26|92,26,38,18,54,13,87,12,29,17,77,42,53,52,73,15,22,82,94,58,89,83,98
2024-10-10 12:21:27|43,16,85,59,39,34,56,32,38,87,26
2024-10-10 12:21:28|34,24,19,74,56,86,42,47,53,82,89,29,77
2024-10-10 12:21:29|87,26,53,82,94,89,29,77,13,17,58,83,73,22,75
2024-10-10 12:21:30|69,75,57,24,19,74,86
2024-10-10 12:21:31|33,58,13,98,29,73,18,52,94,82,22,17,53,54,92,47,87,38,26,12,15,89,77
2024-10-10 12:21:32|15,22,33,75,11,57,68,43,37,16,85,59,81,34,24,19,74
2024-10-10 12:21:33|19,74,56,81,86,18,48,16,59,38,53,26,94,42,85,87,37,34,39
2024-10-10 12:21:34|74,86,42,87,53,82,94,89,54
2024-10-10 12:21:35|58,87,12,29,32,13,73,53,47,77,38,18,83
2024-10-10 12:21:36|71,16,24,59,81,19,31,34,48,56,11,85,42,28,39,57,32,37,74,86,68
2024-10-10 12:21:37|43,34,16,59,68,28,74,38,81,62,19,18,86,32,87,31,85
2024-10-10 12:21:38|13,12,15,22,33,71,57,62,28,68,43,37,16,85,39
2024-10-10 12:21:39|52,13,26,22,71,47,58,15,33,54,53,98,89,12,73,83,87,29,17,69,77,94,92
2024-10-10 12:21:40|73,47,98,53,54,13,38,18,52,26,12,83,32
2024-10-10 12:21:41|47,33,53,17,94,83,82,87,26,73,12,54,98,52,22,18,15,92,13,29,38
2024-10-10 12:21:42|31,39,19,48,74,32,86,42,18,38,47,87,82,89,52,29,54
2024-10-10 12:21:43|15,22,69,57,37,31,74
2024-10-10 12:21:44|59,31,39,74,86,26,53,82,29
2024-10-10 12:21:45|28,43,16,85,31,34,48,32,86,87,26
2024-10-10 12:21:46|71,37,11,12,69,62,22,75,73,16,83,85,58,98,59,33,15,57,13,68,43,28,77
2024-10-10 12:21:47|22,33,71,28,37,85,59,39,81,34,19,48,56
2024-10-10 12:21:48|86,42,18,47,87,26,53,82,94,89,52,29,54,92,77,98,13,12,17,58,83,73,15
2024-10-10 12:21:49|15,22,69,71,92,62,73,13,54,17,75,29,28,94,33,83,52,77,89,98,58,12,57
2024-10-10 12:21:50|43,68,28,98,16,62,11,83,92,12,22,73,75,69,15,71,17,58,54,77,57,33,37
2024-10-10 12:21:51|18,52,92,54,13
2024-10-10 12:21:52|62,16,81,86,42,38,87
2024-10-10 12:21:53|98,94,87,38,89,13,42,73,58,32,12,47,53,83,52,82,92,86,26,29,18
2024-10-10 12:21:54|68,37,59,39,42,38,87,26,53
2024-10-10 12:21:55|33,17,22,47,94,12,29,52,15,18,82,58,13,26,54,83,38
2024-10-10 12:21:56|83,68,77,62,16,12,59,28,75,15,85,98,73,33,22,37,57,11,13
2024-10-10 12:21:57|24,75,39,81,85,71,48,59,15,34,62,11,57,31,28,16,69,33,19,37,73
2024-10-10 12:21:58|17,83,73,69,71,11,62,85,59,81,34
2024-10-10 12:21:59|82,94,29,92,77,13,12,17,58,83,73,15,22,33,69,71,11,57,62
2024-10-10 12:22:00|22,28,43,12,13,83,33,92,98,52,17,69,57,73,71,58,68,11,62
2024-10-10 12:22:01|57,28,85,59,34,24,74,86,42,18,38
2024-10-10 12:22:02|31,11,43,59,28,24,18,32,34,16,48,86,56,39,57,75,81
2024-10-10 12:22:03|89,54,13,17,73,22,71,28,68
2024-10-10 12:22:04|37,85,43,39,58,17,13,59,11,68,75
2024-10-10 12:22:05|17,12,22,98,33,94,11,28,52
2024-10-10 12:22:06|19,48,74,56,32,86,42,18,38,47,87,26,53,82,94,89,52,29,54,92,77,98,13
2024-10-10 12:22:07|53,82,92,77,13,12,17,58,83,33,57
2024-10-10 12:22:08|29,54,92,77,98,13,12,17,58,83,73,15,22,33,69,75,11,28,68,43,37
2024-10-10 12:22:09|19,48,74,32,47,87,26,94,54,92,12
2024-10-10 12:22:10|89,29,53,15,22,73,52,83,71,58,12
2024-10-10 12:22:11|42,18,47,87,26,53,89,29,92,77,98,12,17,58,83,15,22
2024-10-10 12:22:12|58,83,69,75,62,31,81
2024-10-10 12:22:13|87,16,28,85,37,81,74,39,34,68,31
2024-10-10 12:22:14|29,54,94,13,22,98,73,52,69
2024-10-10 12:22:15|48,39,19,82,43,34,56,31,42,87,18,16,24,86,47,38,26,37,53,32,81
2024-10-10 12:22:16|52,54,92,77,13,12,58,69,11,62,68
2024-10-10 12:22:17|75,57,34,39,71,68,19,56,33,24,16,74,28,85,48,59,32,37,43,11,62,31,69
2024-10-10 12:22:18|52,77,89,38,13,54,29,92,74,86,47,42,87,12,19
2024-10-10 12:22:19|86,53,19,56,54,87,38,29,48,24,74,81,52,77,18
2024-10-10 12:22:20|94,12,98,13,87,74,82,77,18
2024-10-10 12:22:21|47,52,54,92,77,13,12,17,58,83,33,69,71
2024-10-10 12:22:22|48,32,86,42,18,87,53,89,52,29,92,77,98,12,17
2024-10-10 12:22:23|29,77,98,12,17,33,69,11,28,68,37
2024-10-10 12:22:24|37,75,11,22,56,16,57
2024-10-10 12:22:25|87,19,53,82,52,94,39,18,59,31,85
2024-10-10 12:22:26|42,18,38,87,26,82,94,89,52,29,92,77,98,13,58,83,73,15,22
2024-10-10 12:22:27|24,48,56,42,18,47,54,98,13
2024-10-10 12:22:28|38,53,13,12,58,73,15,33,69
2024-10-10 12:22:29|58,73,69,28,16,85,31,39,24
2024-10-10 12:22:30|16,31,81,19,48,42,18,94,89
2024-10-10 12:22:31|12,52,11,92,73,53,33,75,69,13,89,77,57
2024-10-10 12:22:32|16,85,59,31,39,34,24,19,48,74,56,32,86,42,18,38,47,87,26,53,82,94,89
2024-10-10 12:22:33|77,98,13,12,17,58,33,69,71,75,11,57,28,68,43,16,59
2024-10-10 12:22:34|75,12,52,13,83,17,58,26,54,11,53,94,71,29,77,82,69,22,73,98,89
2024-10-10 12:22:35|75,57,62,28,68,43,85,39,34,24,19,48,56,86,18
2024-10-10 12:22:36|48,32,87,82,12,74,18,54,89,86,56,42,17,29,38,13,94,26,77,52,47,92,53
2024-10-10 12:22:37|34,19,33,31,24,75,37,69,81,48,22,43,85,57,16,28,56,62,11
2024-10-10 12:22:38|13,12,17,83,22,33,11,62,28,68,43,31,39
2024-10-10 12:22:39|15,33,43,37,62,48,39,69,59,24,31,57,73,68,34,16,81,11,85,19,28,22,75
2024-10-10 12:22:40|85,33,48,31,32,34,43,62,56,75,69,68,28
2024-10-10 12:22:41|32,28,69,43,85,33,81,16,68,59,48,57,75
2024-10-10 12:22:42|18,38,87,26,94,89,29,92,77,98,13,17,58,83,73,22,33
2024-10-10 12:22:43|58,73,11,57,62,37,16,59,31,39,24
2024-10-10 12:22:44|57,33,37,98,71,62,11,13,28,16,92,54,68,69,17,15,73,77,12
2024-10-10 12:22:45|82,32,83,18,92,98,53,26,17,86,38,47,94,58,42,56,12,89,54,29,77,87,13
2024-10-10 12:22:46|83,69,85,62,75,37,34,71,31,39,15,11,73,59,22,33,58
2024-10-10 12:22:47|57,62,28,68,43,16,59,31,34,24,19,48,74,56,42,18,47
2024-10-10 12:22:48|56,43,82,86,53,85,48,39,38,19,16,37,24,26,31,59,47,18,74
2024-10-10 12:22:49|77,98,12,58,83,73,22,33,69,71,75,11,57,62,28,68,43,37,16,85,59
2024-10-10 12:22:50|74,24,11,32,37,81,86,48,16,62,28,85,19,69,31
2024-10-10 12:22:51|89,56,81,32,47,94,86,77,18,26,82
2024-10-10 12:22:52|85,33,28,24,15,39,68,48,75,34,19,16,59,57,31,11,81,74,37,62,69
2024-10-10 12:22:53|83,73,69,75,62,28,43,37,16
2024-10-10 12:22:54|83,26,53,11,71,13,17
2024-10-10 12:22:55|56,48,18,89,94,38,39,32,47,24,87,59,74,19,34,31,85,53,82
2024-10-10 12:22:56|37,16,31,81,34,19,74,56,42,18,47,82,94
2024-10-10 12:22:57|71,89,11,92,13,73,83,77,26,53,69,33,15,29,98,12,17,54,22,52,82,58,75
2024-10-10 12:22:58|12,17,58,83,73,15,22,33,69,71,57,62,28,68,43,37,16,85,31,39,81
2024-10-10 12:22:59|47,42,32,54,77,18,19,92,26,89,52
2024-10-10 12:23:00|28,37,16,85,59,24,32,86,42,18,26
2024-10-10 12:23:01|33,75,11,57,68,43,16,31,34,19,48,56,32
2024-10-10 12:23:02|68,43,59,39,81,24,19
2024-10-10 12:23:03|74,82,24,47,42,13,26,77,89,54,56
2024-10-10 12:23:04|89,38,19,34,98,92,87,32,56,74,94,48,26,53,18,54,47,86,42,29,24,77,82
2024-10-10 12:23:05|57,56,81,75,11,32,24,39,31,42,68,37,19,43,28,16,48,85,34,86,59,71,62
2024-10-10 12:23:06|47,87,53,94,77,17,58
2024-10-10 12:23:07|13,85,71,43,68,12,22,37,77,58,92,28,16,69,75
2024-10-10 12:23:08|39,48,86,42,18
2024-10-10 12:23:09|77,98,13,12,83,73,22,69,71,75,11,57,62,28,68,43,37,16,59
2024-10-10 12:23:10|54,82,18,29,94,32,34
2024-10-10 12:23:11|59,38,48,37,81,42,16,34,56,24,31,53,74,87,32,19,85,94,82,26,39,86,18
